x,y
3.033157623856779,-0.2895745725439391
2.8572069845539265,-0.24701583698081203
2.806544633633558,-0.24781164105428755
2.7123710179449705,-0.24257374173900811
2.6182483712691065,-0.24046546115334141
2.4356250418487364,-0.21935386434614815
2.275274329325136,-0.19125659851897853
2.1396530529921773,-0.17020661701626733
2.014816656991631,-0.15249078202352848
1.881523255551141,-0.12940444417620883
1.75329803763654,-0.1144009067002951
1.6180783372788425,-0.10942424075557246
1.482937532047707,-0.11586954256782862
1.3615918586299505,-0.12715113149071786
1.25130164253267,-0.14216127872009776
1.1326299091603966,-0.14691182557267982
1.0055264230678496,-0.1475402833866869
0.8547266920334012,-0.13920562709576553
0.7115981907121034,-0.12601940032053424
0.6738425590899658,-0.14431598544879737
0.6150149360705293,-0.14875354683676384
0.5565067162346777,-0.1439759622667546
0.46981718651836263,-0.1322396895143037
0.39501431726043185,-0.12373063057771333
0.33007529599319635,-0.11782343358619894
0.2753646956333027,-0.11155821497901369
0.2317448372771212,-0.10749245388090076
0.1984607661908118,-0.10514233942951172
0.1727631492295709,-0.10474595545686831
0.15471642050893414,-0.10266695399119288
0.14108026203841628,-0.09717471429485779
0.13128336172745925,-0.09172029899116967
0.12663723208509428,-0.0880408262573535
0.1275143188472467,-0.0840659181043894
0.1326330305517011,-0.08063702225424321
0.14061020671764798,-0.07772991777998582
0.15061810143536264,-0.07572317864328988
0.16175596491840127,-0.07406081402471436
0.1741671013534802,-0.07221517120400436
0.18801789858531265,-0.0716975623824979
0.20400326835543256,-0.07447471173102038
0.2263897666072109,-0.08038821205699419
0.2554394892010869,-0.08929288763916557
0.2879161490468424,-0.09923843975896689
0.3215872177403887,-0.10911562346993212
0.3548795110955958,-0.1181703121774846
0.3906527870872744,-0.12825027602946973
0.4304108337704307,-0.1424933235308702
0.47223982794904285,-0.1621017852153714
0.5533555707801157,-0.21711553852861873
0.6106115847124618,-0.2711905653882127
0.6467542780830922,-0.3187301371620998
0.6663429882200912,-0.3682659538625401
0.6705102730798936,-0.4162302311787908
0.6542784262922673,-0.48263708816349943
0.6392547592144787,-0.5359853148702404
0.5973429722659322,-0.6026920293023483
0.5471262742017176,-0.6621363899242179
0.49309207679673084,-0.7170743061965662
0.43039856648239916,-0.7747296928551483
0.39696916164809765,-0.8190798718660472
0.3420897130191362,-0.8534424834139639
0.27985727560772145,-0.896151008683922
0.15940123633944714,-0.9371329428421407
0.05921165624783929,-0.9637244495162567
-0.02626439548145261,-0.984235852618919
-0.08064291100871224,-1.0081775037454663
-0.14111293689080875,-1.0208257065439486
-0.23239049990870178,-1.0178181805146282
-0.32589172068215744,-0.9908535631721416
-0.40136837486799826,-0.9553039365997954
-0.46512317104260753,-0.9169676643562299
-0.5292152590998168,-0.8735423194890157
-0.5847323046155012,-0.8595584737973815
-0.6366656875157918,-0.8226357446094361
-0.691646637352344,-0.7818618978487513
-0.7537986069363014,-0.6934792971630326
-0.8044785284552303,-0.6226946630931601
-0.8475691277362929,-0.5653844167655716
-0.8909018045327798,-0.5142772461848835
-0.93155990588908,-0.4816197733942249
-0.9626991249085634,-0.43835506841111926
-0.9992394236995088,-0.3735005449888587
-1.0233965889906869,-0.29044539222386645
-1.0386960108281607,-0.22776444236988705
-1.07208992672117,-0.19296706246041154
-1.1072539787746472,-0.1558482462802967
-1.1411941332601252,-0.12048221293356882
-1.1725985622437085,-0.07339406202122678
-1.2132596946613816,-0.03845179882640359
-1.1752234046256587,0.046656413413612235
-1.1449246804514168,0.11583735310446079
-1.1738711760104716,0.15734747105606617
-1.2028176715695265,0.19885758900767156
-1.2317641671285813,0.24036770695927695
-1.1167814104574774,0.396215161136643
-0.9005030184837756,0.5503038208742442
-0.7793696824531587,0.6369770067094989
-0.6879648739874232,0.6997494592223057
-0.644011554650805,0.7522998785330689
-0.5721993472525078,0.7878436801390315
-0.5119920796257063,0.8316886591022222
-0.4072536132012923,0.8551291928917156
-0.31890578772892947,0.8747092671157783
-0.24501046822707384,0.8906865073102594
-0.17214279862248463,0.9101017477973263
-0.1196362082200459,0.9354634426766616
-0.057976252421107904,0.9483859768062688
0.012171798844852588,0.9694215376507227
0.1124234209850926,0.957041873070827
0.19753968071599026,0.9423124619861695
0.27051307256593216,0.9269588833701689
0.33042008844499304,0.9362196117228727
0.39318721745005164,0.9403702834421752
0.46092656726556125,0.9280892897509575
0.5301618157915043,0.9087618255842262
0.6283076999406453,0.856267120659344
0.7049428357280235,0.8148386903319007
0.7745004603087465,0.7737451104557019
0.8407071204258548,0.7334918092764938
0.8916563974133679,0.7184863006303923
0.9409721596367362,0.6838801056401136
1.0012595682099206,0.6513984530216536
1.0476156760868809,0.5847780101652733
1.0838829203202176,0.5307348896089629
1.10990678152106,0.4832964099900701
1.1506586975061204,0.453937738907156
1.1883391472447962,0.4219987156824473
1.2173640647844741,0.3759016514569354
1.2539362082949426,0.3155421676061954
1.2720394139160016,0.21857166047836468
1.2907601421266033,0.1411673865144878
